VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,3444,Hornitos Plata Tequila,29.13,39.99,1750.0,10636,309826.68,0,0,0,0,123880.97,-309826.68,-inf,0.0,0.0
17035,PERNOD RICARD USA,2426,The Glenlivet 15Yr FrenchOak,41.59,51.99,750.0,7445,309637.55,0,0,0,0,123780.22,-309637.55,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,32915,Kim Crawford Svgn Bl Marlbro,9.99,14.99,750.0,30842,308111.58,0,0,0,0,79528.99,-308111.58,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,35412,Yellow Tail Chard Ausl,5.97,9.99,1500.0,51294,306225.18,0,0,0,0,144929.24,-306225.18,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3840,Smirnoff Raspberry Vodka,14.39,22.99,1750.0,21076,303283.64,0,0,0,0,257032.07,-303283.64,-inf,0.0,0.0
9552,M S WALKER INC,3769,Jenkins Vodka,7.02,9.49,1750.0,42549,298693.98,0,0,0,0,55551.82,-298693.98,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,8815,Ch Ste Michelle Chard Colmbi,6.07,8.99,750.0,48853,296537.71,0,0,0,0,15919.7,-296537.71,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3879,Smirnoff 80 Proof Traveler,7.91,12.99,750.0,37344,295391.04,0,0,0,0,257032.07,-295391.04,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1375,Jim Beam,11.5,14.49,750.0,25183,289604.5,0,0,0,0,123880.97,-289604.5,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,41034,Menage a Trois Red,5.26,8.99,750.0,54738,287921.88,0,0,0,0,11595.97,-287921.88,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1545,Gentleman Jack,19.42,29.99,750.0,14785,287124.7,0,0,0,0,68601.68,-287124.7,-inf,0.0,0.0
480,BACARDI USA INC,2665,Dewars White Label,15.38,19.99,750.0,18574,285668.12,0,0,0,0,89286.27,-285668.12,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1770,Jack Daniels Tennessee Fire,26.42,38.99,1750.0,10746,283909.32,0,0,0,0,68601.68,-283909.32,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,6595,Bogle Merlot,4.48,6.95,750.0,63188,283082.24,0,0,0,0,144929.24,-283082.24,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,35472,R M Woodbridge Pnt Grigio,5.88,8.99,1500.0,47207,277577.16,0,0,0,0,79528.99,-277577.16,-inf,0.0,0.0
8004,SAZERAC CO INC,5105,Dr McGillicuddy's Mentholmnt,14.81,25.99,1750.0,18007,266683.67,0,0,0,0,50293.62,-266683.67,-inf,0.0,0.0
8004,SAZERAC CO INC,5153,Fireball Cinn Whisky Trav,10.44,15.99,750.0,25499,266209.56,0,0,0,0,50293.62,-266209.56,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4368,Capt Morgan Private Stock,23.91,32.99,1750.0,11035,263846.85000000003,0,0,0,0,257032.07,-263846.85000000003,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3488,Tanqueray,15.62,23.99,750.0,16740,261478.8,0,0,0,0,257032.07,-261478.8,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8111,Smirnoff 80 Proof,0.77,0.99,50.0,337660,259998.2,0,0,0,0,257032.07,-259998.2,-inf,0.0,0.0
6213,MHW LTD,5921,RumChata Liqueur,14.81,21.99,750.0,17419,257975.38999999998,0,0,0,0,9621.58,-257975.38999999998,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,40096,Black Box Cab Svgn,10.52,16.99,3000.0,24452,257235.04,0,0,0,0,79528.99,-257235.04,-inf,0.0,0.0
17035,PERNOD RICARD USA,2756,Jameson Caskmates,22.89,29.99,750.0,11220,256825.8,0,0,0,0,123780.22,-256825.8,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,15094,Butter Chard,9.08,14.99,750.0,28274,256727.91999999998,0,0,0,0,68054.7,-256727.91999999998,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,8612,Grand Marnier,45.79,67.99,1750.0,5583,255645.57,0,0,0,0,48347.26,-255645.57,-inf,0.0,0.0
9815,WINE GROUP INC,6349,Glen Ellen Chard RSV,4.63,6.99,1500.0,55151,255349.13,0,0,0,0,27100.41,-255349.13,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3351,Pinnacle Whipped Vodka,13.27,16.99,1750.0,19227,255142.29,0,0,0,0,123880.97,-255142.29,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,8021,Glenfiddich Special Rsv 12,31.49,39.99,750.0,8081,254470.69,0,0,0,0,30234.420000000002,-254470.69,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3788,Patron Silver Tequila,19.99,27.99,375.0,12664,253153.36,0,0,0,0,68054.7,-253153.36,-inf,0.0,0.0
11567,CAMPARI AMERICA,8107,Wild Turkey 101,26.71,36.99,1750.0,9472,252997.12,0,0,0,0,20964.81,-252997.12,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,2692,Glenmorangie 10 Yr Scotch,26.31,41.99,750.0,9588,252260.28,0,0,0,0,48347.26,-252260.28,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1237,Jack Daniels Single Barrel,33.83,44.99,750.0,7418,250950.94,0,0,0,0,68601.68,-250950.94,-inf,0.0,0.0
480,BACARDI USA INC,3851,Grey Goose Vodka,12.02,15.99,375.0,20841,250508.82,0,0,0,0,89286.27,-250508.82,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,8480,Clan MacGregor,11.19,14.99,1750.0,22379,250421.01,0,0,0,0,30234.420000000002,-250421.01,-inf,0.0,0.0
17035,PERNOD RICARD USA,2645,Chivas Regal,21.89,31.99,750.0,11427,250137.03,0,0,0,0,123780.22,-250137.03,-inf,0.0,0.0
3089,SIDNEY FRANK IMPORTING CO,812,Jagermeister Liqueur,17.03,22.99,1000.0,14663,249710.89,0,0,0,0,8549.55,-249710.89,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,40097,Black Box Chard,10.59,16.99,3000.0,23567,249574.53,0,0,0,0,79528.99,-249574.53,-inf,0.0,0.0
9552,M S WALKER INC,40425,Mionetto Prosecco Brut,6.42,13.99,750.0,38456,246887.52,0,0,0,0,55551.82,-246887.52,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3696,Gilbeys Vodka,7.6,10.49,1750.0,32485,246886.0,0,0,0,0,123880.97,-246886.0,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,821,Grand Marnier,27.99,38.99,1000.0,8781,245780.19,0,0,0,0,48347.26,-245780.19,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,2788,Laphroaig 10 Yr Single Malt,31.24,44.99,750.0,7861,245577.63999999998,0,0,0,0,123880.97,-245577.63999999998,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,171,Gentleman Jack,36.76,49.99,1750.0,6664,244968.64,0,0,0,0,68601.68,-244968.64,-inf,0.0,0.0
480,BACARDI USA INC,3436,Bombay Dry Gin,18.79,26.99,1750.0,12950,243330.5,0,0,0,0,89286.27,-243330.5,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,39335,Phillips Seven Deadly Znfdl,8.75,14.99,750.0,27503,240651.25,0,0,0,0,144929.24,-240651.25,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,4678,Courvoisier VS Cognac,16.78,24.99,750.0,14303,240004.34000000003,0,0,0,0,123880.97,-240004.34000000003,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,32826,Rombauer Carneros Chard,22.41,34.99,750.0,10641,238464.81,0,0,0,0,144929.24,-238464.81,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2748,Johnnie Walker Blue Label,240.59,319.99,1750.0,991,238424.69,0,0,0,0,257032.07,-238424.69,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,8526,Chambord Royale de France,20.43,27.99,750.0,11634,237682.62,0,0,0,0,68601.68,-237682.62,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,115,Belvedere Vodka,21.37,27.99,1000.0,11119,237613.03,0,0,0,0,48347.26,-237613.03,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4734,Capt Morgan Cannon Blast,11.9,16.99,750.0,19847,236179.30000000002,0,0,0,0,257032.07,-236179.30000000002,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,8498,R M Woodbridge Svgn Bl Cal,5.84,8.99,1500.0,40293,235311.12,0,0,0,0,79528.99,-235311.12,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4429,Capt Morgan Silver Spicd Rum,17.31,22.99,1750.0,13569,234879.38999999998,0,0,0,0,257032.07,-234879.38999999998,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,24327,La Crema Pnt Nr Sonoma Cst,13.1,19.99,750.0,17856,233913.6,0,0,0,0,17587.59,-233913.6,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,4218,Sailor Jerry Spiced Navy Rum,12.31,16.99,750.0,18993,233803.83,0,0,0,0,30234.420000000002,-233803.83,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,2398,Tullamore Dew,16.4,20.99,750.0,14238,233503.2,0,0,0,0,30234.420000000002,-233503.2,-inf,0.0,0.0
10754,PERFECTA WINES,2531,WhistlePig 10 Yr Old Rye,46.37,63.99,750.0,5011,232360.07,0,0,0,0,28720.52,-232360.07,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,5299,Southern Comfort,15.26,21.99,1750.0,15196,231890.96,0,0,0,0,68601.68,-231890.96,-inf,0.0,0.0
10754,PERFECTA WINES,43223,Ch Beauchene Cotes du Rhone,5.93,8.99,750.0,38980,231151.4,0,0,0,0,28720.52,-231151.4,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,3804,Svedka Vodka,7.63,12.99,750.0,30170,230197.1,0,0,0,0,79528.99,-230197.1,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,6565,Clos du Bois Cab Svgn N Cst,5.99,10.99,750.0,38180,228698.19999999998,0,0,0,0,79528.99,-228698.19999999998,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,29248,Toasted Head Chard,6.53,9.99,750.0,34803,227263.59,0,0,0,0,79528.99,-227263.59,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,12771,Joel Gott Cab Svgn 815,8.44,12.99,750.0,26874,226816.56,0,0,0,0,11595.97,-226816.56,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1380,Bulleit 95 Rye,34.05,49.99,1750.0,6655,226602.75,0,0,0,0,257032.07,-226602.75,-inf,0.0,0.0
9815,WINE GROUP INC,11826,Cupcake Chard,4.72,6.99,750.0,47943,226290.96,0,0,0,0,27100.41,-226290.96,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,8066,DeKuyper Triple Sec,7.13,8.99,1750.0,31564,225051.32,0,0,0,0,123880.97,-225051.32,-inf,0.0,0.0
9815,WINE GROUP INC,14706,Cupcake Prosecco,4.6,8.99,750.0,48442,222833.2,0,0,0,0,27100.41,-222833.2,-inf,0.0,0.0
8664,"STOLI GROUP,(USA) LLC",3680,Stolichnaya Ohranj,18.93,24.99,1750.0,11728,222011.04,0,0,0,0,18544.49,-222011.04,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1278,Jim Beam Black,26.71,35.99,1750.0,8275,221025.25,0,0,0,0,123880.97,-221025.25,-inf,0.0,0.0
7239,REMY COINTREAU USA INC,5124,Cointreau Liqueur,51.53,66.99,1750.0,4269,219981.57,0,0,0,0,16978.67,-219981.57,-inf,0.0,0.0
8004,SAZERAC CO INC,1398,Blantons Sgl Barrel Bourbon,40.59,56.99,750.0,5415,219794.85,0,0,0,0,50293.62,-219794.85,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3397,Ciroc Red Berry Vodka,18.24,24.99,750.0,12012,219098.88,0,0,0,0,257032.07,-219098.88,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,3614,Finlandia Vodka,15.99,19.99,1750.0,13694,218967.06,0,0,0,0,68601.68,-218967.06,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1358,Knob Creek Bourbon,42.85,64.99,1750.0,5105,218749.25,0,0,0,0,123880.97,-218749.25,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,4269,Calico Jack Spiced Rum,9.22,11.99,1750.0,23661,218154.42,0,0,0,0,123880.97,-218154.42,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2723,J & B Rare,21.42,29.99,1750.0,10153,217477.26,0,0,0,0,257032.07,-217477.26,-inf,0.0,0.0
3252,E & J GALLO WINERY,40545,Whitehaven Svgn Bl Marlboro,9.93,14.99,750.0,21850,216970.5,0,0,0,0,61966.91,-216970.5,-inf,0.0,0.0
9815,WINE GROUP INC,31465,Franzia Tap Chard,10.38,15.99,5000.0,20812,216028.56,0,0,0,0,27100.41,-216028.56,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,2062,Woodford Reserve Bourbon,44.11,59.99,1750.0,4886,215521.46000000002,0,0,0,0,68601.68,-215521.46000000002,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,8472,1800 Silver Tequila,14.99,20.99,750.0,14375,215481.25,0,0,0,0,38994.78,-215481.25,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,28947,R M Woodbridge Merlot Cal,5.91,8.99,1500.0,36313,214609.83000000002,0,0,0,0,79528.99,-214609.83000000002,-inf,0.0,0.0
8352,LUXCO INC,8626,Ezra Brooks,11.67,15.99,1750.0,18389,214599.63,0,0,0,0,10261.6,-214599.63,-inf,0.0,0.0
480,BACARDI USA INC,5315,B & B Liqueur Dom,19.22,28.99,750.0,11165,214591.3,0,0,0,0,89286.27,-214591.3,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,273,Sauza Extra Gold Tequila,17.31,21.99,1750.0,12365,214038.15,0,0,0,0,123880.97,-214038.15,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,567,Ketel One Vodka,20.71,28.99,1000.0,10321,213747.91,0,0,0,0,257032.07,-213747.91,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3072,Ciroc Peach Vodka,18.24,24.99,750.0,11614,211839.36,0,0,0,0,257032.07,-211839.36,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,13665,Josh Cellars Chard,8.96,12.99,750.0,23640,211814.4,0,0,0,0,144929.24,-211814.4,-inf,0.0,0.0
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,4.79,8.99,750.0,43995,210736.05,0,0,0,0,61966.91,-210736.05,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2287,Johnnie Walker Double Black,29.22,38.99,750.0,7176,209682.72,0,0,0,0,257032.07,-209682.72,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,36770,Yellow Tail Cab Svgn Ausl,6.13,9.99,1500.0,34120,209155.6,0,0,0,0,144929.24,-209155.6,-inf,0.0,0.0
8004,SAZERAC CO INC,5891,Ryans Irish Cream,11.84,15.99,1750.0,17651,208987.84000000003,0,0,0,0,50293.62,-208987.84000000003,-inf,0.0,0.0
8004,SAZERAC CO INC,3612,Taaka Vodka,6.81,9.99,1750.0,30304,206370.24,0,0,0,0,50293.62,-206370.24,-inf,0.0,0.0
9819,TREASURY WINE ESTATES,32648,Beringer Classic Wh Znfdl,5.3,7.99,1500.0,38916,206254.8,0,0,0,0,14836.57,-206254.8,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3513,Ciroc Snap Frost Vodka,17.98,24.99,750.0,11424,205403.52,0,0,0,0,257032.07,-205403.52,-inf,0.0,0.0
8664,"STOLI GROUP,(USA) LLC",3427,Stolichnaya Blueberi,17.85,24.99,1750.0,11462,204596.69999999998,0,0,0,0,18544.49,-204596.69999999998,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,46202,Yellow Tail Pnt Grigio Ausl,6.05,9.99,1500.0,33781,204375.05,0,0,0,0,144929.24,-204375.05,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,8537,Dom Chandon Brut Cuvee,9.39,13.99,750.0,21737,204110.43,0,0,0,0,48347.26,-204110.43,-inf,0.0,0.0
9815,WINE GROUP INC,15393,Cupcake Pnt Grigio,4.51,6.99,750.0,45251,204082.01,0,0,0,0,27100.41,-204082.01,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3726,Gilbeys Vodka Traveler,3.78,4.99,750.0,53960,203968.8,0,0,0,0,123880.97,-203968.8,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,44208,Black Box Pnt Grigio,10.95,16.99,3000.0,18622,203910.9,0,0,0,0,79528.99,-203910.9,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,8473,1800 Silver Tequila,24.44,41.99,1750.0,8333,203658.52,0,0,0,0,38994.78,-203658.52,-inf,0.0,0.0
3252,E & J GALLO WINERY,19848,Carnivor Cab Svgn,5.33,9.99,750.0,38169,203440.77,0,0,0,0,61966.91,-203440.77,-inf,0.0,0.0
8004,SAZERAC CO INC,5101,Dr McGillicuddy's Mentholmnt,10.39,13.99,750.0,19547,203093.33000000002,0,0,0,0,50293.62,-203093.33000000002,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,8838,Ch Ste Michelle Cab Svgn Col,7.71,12.99,750.0,26317,202904.07,0,0,0,0,15919.7,-202904.07,-inf,0.0,0.0
480,BACARDI USA INC,4226,Bacardi Superior Rum Trav,7.68,13.99,750.0,26107,200501.76,0,0,0,0,89286.27,-200501.76,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,2517,Balvenie 14 Yr Caribean Cask,46.42,68.99,750.0,4316,200348.72,0,0,0,0,30234.420000000002,-200348.72,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,26948,Ferrari-Carano Chard,11.53,18.99,750.0,17364,200206.92,0,0,0,0,19016.59,-200206.92,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4265,Capt Morgan Spiced Rum,8.26,10.99,375.0,24219,200048.94,0,0,0,0,257032.07,-200048.94,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,8288,Korbel Brut,7.94,11.99,750.0,25153,199714.82,0,0,0,0,68601.68,-199714.82,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1003,Crown Royal +2 Reusable Cups,16.66,25.99,750.0,11973,199470.18,0,0,0,0,257032.07,-199470.18,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,822,Tanqueray,19.99,26.99,1000.0,9976,199420.24,0,0,0,0,257032.07,-199420.24,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,305,Crown Royal Canadian Whisky,22.21,27.99,1000.0,8946,198690.66,0,0,0,0,257032.07,-198690.66,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,6575,Kendall Jackson RSV Svgn Bl,5.84,9.99,750.0,33825,197538.0,0,0,0,0,17587.59,-197538.0,-inf,0.0,0.0
480,BACARDI USA INC,4223,Bacardi Gold Rum,14.92,19.99,1750.0,13236,197481.12,0,0,0,0,89286.27,-197481.12,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,32906,Sterling Vintners Cab Svgn C,6.42,9.95,750.0,30724,197248.08000000002,0,0,0,0,7259.75,-197248.08000000002,-inf,0.0,0.0
11567,CAMPARI AMERICA,8258,Campari,21.05,27.99,750.0,9347,196754.35,0,0,0,0,20964.81,-196754.35,-inf,0.0,0.0
8664,"STOLI GROUP,(USA) LLC",3694,Stolichnaya Razberi,13.48,16.99,750.0,14577,196497.96,0,0,0,0,18544.49,-196497.96,-inf,0.0,0.0
11567,CAMPARI AMERICA,3834,Skyy Vodka,10.23,12.99,750.0,19183,196242.09,0,0,0,0,20964.81,-196242.09,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4478,Myers Original Dark Rum,13.53,17.99,750.0,14485,195982.05000000002,0,0,0,0,257032.07,-195982.05000000002,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,35464,Stags Leap Artemis Cab Svgn,28.44,45.99,750.0,6878,195610.31999999998,0,0,0,0,15919.7,-195610.31999999998,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,8451,Cruzan Aged Dark Rum,12.59,16.99,1750.0,15519,195384.21000000002,0,0,0,0,123880.97,-195384.21000000002,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,10058,F Coppola Dmd Ivry Cab Svgn,9.26,13.99,750.0,21097,195358.22,0,0,0,0,19016.59,-195358.22,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,6983,J Lohr Seven Oaks Cab Svgn,8.27,11.99,750.0,23576,194973.52,0,0,0,0,144929.24,-194973.52,-inf,0.0,0.0
8320,SHAW ROSS INT L IMP LTD,2834,Old Smuggler P E T,12.3,15.99,1750.0,15744,193651.19999999998,0,0,0,0,3151.92,-193651.19999999998,-inf,0.0,0.0
9815,WINE GROUP INC,6725,Franzia Crisp White Tap,8.44,14.99,5000.0,22825,192643.0,0,0,0,0,27100.41,-192643.0,-inf,0.0,0.0
7153,PINE STATE TRADING CO,14393,Ch Montaud Cotes de Prov Rse,6.5,10.99,750.0,29622,192543.0,0,0,0,0,15884.82,-192543.0,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,3295,Tito's Handmade Vodka,7.93,9.99,375.0,24207,191961.51,0,0,0,0,144929.24,-191961.51,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1396,Old Crow,10.44,15.99,1750.0,18373,191814.12,0,0,0,0,123880.97,-191814.12,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,5491,Rumpleminze,1.46,1.99,50.0,131272,191657.12,0,0,0,0,257032.07,-191657.12,-inf,0.0,0.0
9815,WINE GROUP INC,11828,Cupcake Svgn Bl,3.97,6.99,750.0,48254,191568.38,0,0,0,0,27100.41,-191568.38,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1955,Jack Daniels Tennessee Honey,9.62,12.99,375.0,19908,191514.96,0,0,0,0,68601.68,-191514.96,-inf,0.0,0.0
8004,SAZERAC CO INC,3960,Tortilla Gold Tequila Liquer,9.52,11.99,1750.0,20108,191428.16,0,0,0,0,50293.62,-191428.16,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,4199,Sauza Blanco Tequila,16.92,23.99,1750.0,11313,191415.96,0,0,0,0,123880.97,-191415.96,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,35414,Yellow Tail Shiraz Ausl,6.13,9.99,1500.0,31177,191115.01,0,0,0,0,144929.24,-191115.01,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,6650,Simi Chard,7.38,14.99,750.0,25851,190780.38,0,0,0,0,79528.99,-190780.38,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,597,Baileys Irish Cream,21.53,27.99,1000.0,8861,190777.33000000002,0,0,0,0,257032.07,-190777.33000000002,-inf,0.0,0.0
2561,EDRINGTON AMERICAS,2656,Cutty Sark,19.52,24.99,1750.0,9746,190241.92,0,0,0,0,9654.5,-190241.92,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,415,Jose Cuervo Especial,13.04,20.99,1000.0,14539,189588.56,0,0,0,0,38994.78,-189588.56,-inf,0.0,0.0
480,BACARDI USA INC,443,St Germain Liqueur,24.45,33.99,750.0,7748,189438.6,0,0,0,0,89286.27,-189438.6,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,2374,Tullamore Dew,31.24,39.99,1750.0,6041,188720.84,0,0,0,0,30234.420000000002,-188720.84,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2958,Dalwhinnie 15-Yr Single Mal,40.73,54.99,750.0,4598,187276.54,0,0,0,0,257032.07,-187276.54,-inf,0.0,0.0
660,SAZERAC NORTH AMERICA INC.,4359,Mr Boston Light Rum,7.71,13.49,1750.0,24276,187167.96,0,0,0,0,17932.33,-187167.96,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3706,Pinnacle Citrus Vodka,13.07,16.99,1750.0,14304,186953.28,0,0,0,0,123880.97,-186953.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,36771,Yellow Tail Merlot Ausl,5.97,9.99,1500.0,31192,186216.24,0,0,0,0,144929.24,-186216.24,-inf,0.0,0.0
9815,WINE GROUP INC,27351,Almaden Chard Cal B/B,10.38,17.99,5000.0,17916,185968.08000000002,0,0,0,0,27100.41,-185968.08000000002,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2244,Crown Royal Vanilla,17.9,23.99,750.0,10379,185784.1,0,0,0,0,257032.07,-185784.1,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,41213,A to Z Pnt Nr Ore,12.07,19.99,750.0,15385,185696.95,0,0,0,0,68054.7,-185696.95,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1476,Jim Beam Traveler,16.05,21.99,1750.0,11569,185682.45,0,0,0,0,123880.97,-185682.45,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,381,Baileys Irish Cream w/4 Glss,14.5,21.99,750.0,12796,185542.0,0,0,0,0,257032.07,-185542.0,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1892,Yukon Jack,0.72,0.99,50.0,254824,183473.28,0,0,0,0,257032.07,-183473.28,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3658,Patron Anejo Tequila,41.9,58.99,750.0,4345,182055.5,0,0,0,0,68054.7,-182055.5,-inf,0.0,0.0
8004,SAZERAC CO INC,5661,Dr McGillicuddy's Root Beer,10.31,13.99,750.0,17654,182012.74,0,0,0,0,50293.62,-182012.74,-inf,0.0,0.0
17035,PERNOD RICARD USA,8143,Perrier Jouet Grand Brut,23.02,40.49,750.0,7892,181673.84,0,0,0,0,123780.22,-181673.84,-inf,0.0,0.0
480,BACARDI USA INC,4267,Bacardi Limon Rum,15.62,19.99,1750.0,11630,181660.6,0,0,0,0,89286.27,-181660.6,-inf,0.0,0.0
17035,PERNOD RICARD USA,3724,Absolut Citron,12.31,16.99,750.0,14749,181560.19,0,0,0,0,123780.22,-181560.19,-inf,0.0,0.0
480,BACARDI USA INC,7345,M & R Asti,6.75,13.99,750.0,26883,181460.25,0,0,0,0,89286.27,-181460.25,-inf,0.0,0.0
8004,SAZERAC CO INC,2973,Eagle Rare Single Barrel Bo,19.85,29.99,750.0,9090,180436.5,0,0,0,0,50293.62,-180436.5,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,28147,Kris Pnt Grigio Alto Adige,7.14,10.99,750.0,25240,180213.6,0,0,0,0,19016.59,-180213.6,-inf,0.0,0.0
3252,E & J GALLO WINERY,27461,Ecco Domani Pnt Grigio Venez,6.12,8.99,750.0,29316,179413.91999999998,0,0,0,0,61966.91,-179413.91999999998,-inf,0.0,0.0
480,BACARDI USA INC,903,Bombay Sapphire Gin,18.79,24.99,1000.0,9534,179143.86,0,0,0,0,89286.27,-179143.86,-inf,0.0,0.0
